N,total_mean,total_median,total_min,total_max,total_std,p10,p25,p75,p90,sample_mean,sample_min,sample_max,hierarchy_mean,hierarchy_min,hierarchy_max,sample_share_mean,hierarchy_share_mean
1285,5878.989883268482,5431.0,2108,22794,2320.556971504311,3477.6,4216.0,6977.0,8929.6,2654.182101167315,373,14252,1959.611673151751,222,3681,0.4270157587548638,0.36547592295719844
